x,y,z,sx,sy,sz
47.54,73.21,-133.64,192304.7278,238151.7605,354353.2908
46.41,69.53,-140.65,197481.3267,225797.1129,355966.3383
47.83,72.06,-133.86,201883.9787,234571.5819,355196.0055
17.70,-27.25,-171.66,296744.9218,145843.0969,438526.7480
48.03,7.60,-139.48,426293.3314,33694.6036,391113.9114
31.74,-17.62,-167.32,367372.3128,120417.0111,434131.2360
83.54,15.78,-155.94,576468.7918,208461.5177,430734.0854
75.18,18.19,-151.10,533129.9669,187120.2804,416191.2656
44.62,-36.49,-168.23,466988.0533,237575.8675,457965.6059
51.52,-41.96,-175.54,506133.8868,262527.2475,483532.9378
28.22,-14.71,-167.07,342362.7886,83016.6635,428737.9825
54.32,-38.79,-174.57,517132.1847,251127.2234,481113.4275
81.21,8.28,-165.56,574098.1808,200932.2238,451795.7934
34.64,-16.87,-114.50,416597.5277,113975.2373,391152.3567
58.29,-2.62,-144.18,498021.5495,130545.5014,406799.5735
34.86,-16.38,-113.87,417330.9743,110414.7409,391401.6772
49.93,67.21,-131.00,248717.0062,218397.2139,359931.7887
30.87,-18.19,-167.72,363133.5374,121203.6785,434628.5250
51.28,63.78,-133.93,271603.5821,214238.2669,362391.5844
47.13,70.64,-122.63,218529.8391,206133.6611,360456.8160
28.58,-19.33,-114.26,386143.8139,116864.6906,390058.8901
13.10,-24.36,-170.35,263726.7228,105406.7746,429670.4359
27.47,-11.72,-153.05,342666.6483,31530.5721,402490.8189
56.26,52.67,-139.12,343111.3017,199391.0417,373206.4805
91.08,29.80,-136.78,595226.9131,238302.7917,404015.7637
68.49,36.83,-152.44,449411.2296,212067.3475,403324.0096
69.27,36.03,-155.68,453003.2956,216112.9986,409016.4573
54.90,51.21,-139.80,339981.9169,187952.1618,373295.5548
74.09,32.05,-136.35,504560.4693,197848.1523,393388.9265
95.90,37.68,-149.24,588611.6706,285585.8188,417728.4499
75.55,33.60,-141.76,503601.6629,213388.3304,397824.5219
59.32,-4.52,-122.77,521587.3814,121085.9853,394481.4957
81.93,24.89,-135.01,563298.9546,201419.6106,399669.7079
57.48,46.68,-139.96,370350.4352,183238.7831,377732.8944
73.52,32.58,-148.79,490258.8323,212325.9031,404583.3831
48.76,8.09,-140.04,428724.7284,43448.4613,391752.3710
69.11,37.78,-150.65,451459.4343,215006.7617,400931.0198
78.66,22.96,-147.84,541643.9678,202521.6255,411604.2781
54.12,-7.33,-121.09,500977.6858,115493.8978,393333.7333
76.02,21.31,-151.53,529479.5959,195685.3905,415801.3763
54.68,57.94,-134.30,317978.7533,206216.1440,367960.1631
58.33,5.22,-128.22,493243.6281,96914.5672,391874.0498
51.86,-10.74,-123.08,494164.6537,126415.8698,393628.3644
53.66,-18.32,-125.27,515522.0507,165485.1480,397180.8504
69.43,21.57,-156.20,491811.3643,181201.7933,418233.5233
69.29,19.07,-155.52,497793.0227,175537.6006,418429.6172
76.65,10.40,-163.35,548631.2958,191461.2511,442760.9525
72.73,13.02,-159.87,525915.2824,181454.1393,431777.8547
75.38,27.97,-145.46,514547.3728,202144.3939,404170.1335
40.13,-43.01,-176.16,445632.7868,262380.2688,477559.3003
46.99,-44.13,-175.96,484564.4397,270077.0854,482733.2440
29.12,-14.48,-167.12,347037.0030,85821.8848,429409.2039
34.22,-17.27,-114.10,415125.2077,115853.8177,391335.3345
34.64,-10.41,-115.66,404680.1452,44663.7190,388682.5122
35.49,-29.98,-169.95,406266.9981,197644.3431,450944.9218
37.48,-24.00,-168.09,409317.5980,170917.0034,444504.9753
37.45,-22.57,-167.08,407558.3558,163649.8075,441417.5126
27.03,-18.54,-168.32,341270.0817,109680.6806,432975.0909
31.38,-16.77,-115.32,397472.5384,102808.8986,389667.4919
12.07,-20.84,-172.95,249116.1601,49870.9471,431535.7953
23.07,-19.79,-168.70,319835.1265,103927.2047,431370.1147
26.56,-17.67,-115.73,370810.4419,93940.3679,388093.5136
17.39,-17.14,-169.82,279633.7847,25122.9758,426851.6557
16.14,-17.73,-170.01,272654.3058,22246.9576,426595.1878
54.35,-7.24,-119.53,503038.7019,114559.7173,393479.1117
52.86,-7.79,-120.77,495491.8978,113647.5500,393028.2120
55.07,-5.52,-123.20,501189.9036,112378.8968,393208.1215
70.14,20.75,-156.38,497312.6012,182164.3599,419501.5479
70.28,21.73,-156.43,495571.9644,184545.2855,419138.2013
71.17,21.66,-154.86,501500.9245,185506.8226,417301.9453
50.36,8.55,-140.37,435912.4541,59566.3501,392779.9225
52.39,6.85,-140.30,450401.7600,79079.4490,394806.6763
53.47,6.91,-140.32,455906.8195,85698.0908,395449.6914
53.97,7.27,-140.19,457878.6970,87842.6325,395476.7283
13.67,-28.69,-131.97,299151.1743,157906.6445,385298.3927
11.03,-26.67,-157.47,262756.6949,125355.5740,406339.7685
3.48,-23.49,-161.49,200297.1105,27654.7107,404266.9133
-1.31,-33.42,-163.24,173643.1261,150249.1668,410678.1988
9.13,-23.00,-143.87,253057.1793,78463.9869,386244.7308
11.12,-28.22,-151.57,269598.4065,141989.8342,399151.3762
9.01,-30.02,-153.65,256340.7181,151426.0490,401530.2643
14.98,-29.70,-125.27,312794.2683,170342.5509,385430.7824
4.87,-23.48,-151.81,217943.3093,53594.9466,391578.7483
13.00,-28.79,-138.24,291279.9459,155590.3299,387944.9735
16.13,-30.84,-129.20,319567.2675,180336.9433,386849.1418
15.49,-29.31,-136.18,309409.1949,165842.4690,388448.6701
15.29,-29.47,-139.87,306145.3945,165768.3896,390815.6367
13.62,-28.20,-147.77,288642.7421,149584.3308,396356.1911
15.70,-30.38,-136.00,312317.7948,174462.7377,389015.0749
8.54,-37.21,-146.51,266871.7909,209122.9094,397095.2365
-8.15,-36.93,-172.46,92887.8888,159792.0442,425127.7664
8.14,-22.74,-144.13,245573.0647,68013.1819,385621.8913
13.34,-28.42,-145.83,288355.4373,151249.2064,394231.9278
15.12,-29.40,-121.57,315244.1399,169005.7565,385807.8237
-7.46,-48.82,-159.36,128761.4090,264172.7492,410667.7796
-11.53,-59.52,-159.89,64901.6711,331256.3147,416183.5068
-7.70,-60.62,-164.25,126308.5758,337999.5108,427629.4809
-0.70,-34.04,-159.36,182852.6157,159835.5446,405210.8102
6.34,-23.25,-149.76,229838.7866,61950.6561,390170.7625
13.48,-19.69,-147.08,275031.3153,49367.2057,390219.8836
14.21,-27.48,-153.46,287746.0150,143497.1131,403430.6540
15.71,-28.74,-151.64,300377.7392,157944.2714,402869.1503
3.43,-23.87,-157.83,203224.9188,44227.8173,398793.3665
11.01,-27.57,-154.98,265659.7361,134591.8725,403240.6533
14.88,-28.30,-149.42,295899.6945,153089.2547,399207.9631
42.32,34.60,-153.06,312165.3207,34196.4004,384233.5259
47.59,25.50,-141.88,378213.1851,23302.4623,383272.5761
25.52,-15.07,-115.22,360553.1145,52868.1426,387167.2777
27.19,-19.33,-114.98,377634.7370,112696.9944,389217.7993
26.58,-17.31,-118.94,368544.3037,90935.1343,386622.7347
75.30,30.22,-154.28,501049.3225,217427.9357,414703.0473
25.73,-16.26,-115.04,363948.7105,72869.9627,387727.3806
25.84,-15.79,-119.50,361310.6592,68541.6860,385603.0322
28.67,-20.20,-168.73,353274.3708,127520.6676,436327.2952
49.32,-19.36,-163.15,468734.6372,171464.4443,440139.1750
51.02,-23.88,-158.99,488260.4947,191189.0773,435915.5213
49.62,-21.49,-156.76,478562.0884,179513.7606,429612.7089
50.21,-22.29,-163.26,478332.8238,184266.5947,442742.2852
45.91,-24.59,-159.96,461726.4655,187403.9394,434700.9241
47.46,-19.72,-141.25,474835.4120,165990.7748,405551.7632
48.49,-18.85,-145.10,476244.6199,164604.0034,410066.7187
47.97,-19.99,-140.14,478737.5663,167870.1932,404832.5652
49.26,-21.44,-155.70,477314.7887,178611.6216,427510.8664
48.63,-21.74,-149.67,478713.5518,178190.2707,417733.3056
42.09,78.60,-141.67,50783.2290,247949.0266,346341.6591
53.29,-16.17,-122.77,511465.4566,154412.2104,395824.3232
47.99,68.05,-145.26,213026.7097,233760.4621,360226.8265
52.51,-13.83,-124.52,502208.0879,143048.2999,395091.3304
51.74,-12.81,-122.96,497304.4484,135901.9815,394229.4433
47.69,-9.65,-120.69,471605.9388,107108.8866,391706.6368
43.89,74.64,-140.31,135939.8444,236301.4144,350392.3209
51.45,20.95,-140.27,412297.4413,64007.1297,387153.7207
26.72,-19.60,-172.79,337924.9580,116463.5193,443004.6349
47.07,68.20,-140.16,211445.8600,222354.0223,357234.1102
46.68,67.56,-137.20,215865.5735,212715.4290,356780.5822
39.56,-27.48,-169.99,424830.0137,191234.9947,452490.6603
36.69,-25.22,-169.94,405598.0251,175538.2312,448699.7332
49.35,11.07,-139.67,425379.3543,38959.3901,390357.5013
49.55,10.04,-139.90,428628.1779,45624.4164,391170.7572
48.91,4.87,-143.00,434419.1502,64511.3745,396048.7523
33.57,-19.08,-171.97,376625.4542,135405.4414,446495.5222
35.62,-18.21,-171.68,386756.5546,136454.7150,446925.8935
33.28,-17.57,-171.67,372628.2282,125584.8619,444538.1623
32.38,-18.06,-172.24,368015.8522,125669.7116,445395.9637
35.33,-19.02,-171.82,386400.8250,140016.1297,447556.4678
32.16,-22.14,-172.90,373197.2097,149268.2134,449568.8191
31.75,-11.53,-113.83,391323.4873,35732.7888,389027.4404
32.60,-12.33,-114.56,397171.7280,58236.0779,389129.6937
31.78,-12.10,-114.55,392109.2498,48444.5352,388792.8146
31.68,-11.19,-113.87,390305.1682,25432.0774,388882.5354
32.12,-11.66,-114.35,393401.2590,43127.8645,388887.7987
29.48,-13.20,-115.09,380539.7621,49800.1847,388040.0529
29.60,-12.86,-114.74,380861.5948,44058.9706,388173.5368
31.26,-13.48,-114.83,391420.8699,66108.4556,388877.6150
24.72,-13.51,-172.09,315943.6961,43166.2662,435283.3104
26.79,-17.45,-115.51,371922.0421,92480.3474,388217.8362
28.61,-15.15,-115.31,378781.6261,73557.4055,388228.8813
29.70,-14.51,-115.10,384113.2017,71105.1095,388517.8529
30.90,-14.08,-115.09,390252.9450,72082.7766,388800.5135
29.79,-14.67,-115.45,384712.6752,73784.5553,388417.5051
29.18,-13.74,-114.77,379938.4993,56557.1477,388280.7299
24.90,-13.47,-167.21,320674.1643,42934.5660,425366.4808
47.24,-6.87,-165.58,433081.9127,120546.4565,435686.0304
48.26,-3.16,-164.38,431989.2966,111600.0381,431719.0244
51.75,-4.02,-163.11,452978.2105,126407.7461,432475.0450
50.67,-6.35,-165.33,450290.8437,130533.5357,437488.3510
50.12,-7.05,-165.35,448758.0672,130820.1879,437539.4438
12.28,-28.13,-151.16,277507.4095,144480.7064,399404.5602
10.04,-25.08,-143.76,262622.0567,109765.7048,388048.2703
7.66,-23.22,-143.15,243570.8982,73667.2875,384786.4010
45.66,2.50,-142.27,422701.2970,44808.4622,394520.8710
39.07,1.28,-170.02,368931.8094,31131.4234,432567.6647
41.01,-1.06,-168.89,385448.4669,67036.0115,433530.1474
41.85,-15.98,-171.50,416923.4324,142636.3359,450010.0956
41.59,-11.26,-170.35,407749.2163,120115.8521,444064.1226
38.08,-9.05,-159.75,392461.1688,88559.8632,419153.6674
45.01,-18.24,-171.11,438068.6169,159813.2247,453109.7316
55.54,6.19,-140.72,468001.7638,98804.6535,397392.5836
49.22,-18.17,-156.14,471269.8668,165342.9869,426403.0959
49.55,-18.25,-155.63,473501.5469,166135.5058,425786.9733
49.55,18.09,-139.21,410065.5687,30020.5471,386633.5233
48.93,25.49,-139.56,387338.1912,39826.2614,382644.1019
45.46,-13.81,-141.40,453867.3797,133642.1206,401764.0272
44.93,-6.94,-133.65,443552.1598,90009.1823,392381.7519
50.81,-17.12,-159.94,475035.5870,165021.1737,433670.8301
32.20,-14.10,-113.92,398382.6513,78289.0791,389879.3275
50.98,-16.71,-163.06,472885.9264,164547.7793,439540.0259
49.91,26.25,-141.67,389019.4522,64013.3142,384343.4750
50.12,25.95,-141.55,391067.2700,65076.5943,384560.2738
49.78,25.98,-141.51,389142.9913,61093.0496,384277.9266
50.19,26.52,-142.42,389187.4946,69947.6269,384945.8168
54.83,-11.18,-162.43,483355.5311,154406.4920,437749.1625
39.36,-9.45,-155.77,403087.9651,95132.3168,413794.0328
39.27,-9.97,-152.61,405849.7919,96294.4606,409300.4768
35.53,-8.53,-122.56,402149.4639,26772.3314,386264.7659
3.93,-23.87,-159.60,205850.9213,47909.7539,401893.7276
-1.18,-26.58,-173.61,155712.9143,50026.3389,425439.0205
-11.85,-37.40,-144.47,59830.3447,172793.4661,381317.1645
-7.38,-32.35,-140.03,127262.5182,133817.8152,378153.1331
-6.78,-37.86,-143.09,139384.4975,188981.1253,384078.3325
-7.31,-37.54,-149.63,127890.1548,181532.4658,389564.6511
-6.58,-37.68,-137.35,145418.4696,190796.4960,380581.5356
43.57,54.22,-165.15,230018.2807,177612.9955,388217.2127
44.68,47.73,-161.91,270066.6061,150667.5249,389150.4050
43.32,49.46,-163.95,251678.2739,152796.8238,389703.2367
37.64,55.99,-157.81,185486.6144,132022.3073,370138.1273
49.13,27.15,-143.25,381066.2371,62846.9641,384500.9356
48.54,27.05,-143.24,378096.7270,55044.1065,384119.4856
53.84,22.69,-153.93,409927.5859,112961.0870,402386.0693
45.42,21.00,-172.15,353560.7704,80398.1771,428458.1123
50.47,27.94,-155.14,376513.2230,104799.2647,398117.6989
56.04,18.92,-156.79,428867.7816,123515.4335,410608.6342
55.15,19.79,-148.85,428303.9003,107930.2915,398514.9938
46.66,31.42,-140.99,356941.5001,36724.2832,378744.2079
43.38,23.64,-175.76,331508.1303,74199.3187,432383.2642
42.89,24.12,-179.05,324202.2913,77541.0418,439023.3485
43.49,23.81,-171.02,335912.5179,64519.2553,422234.4418
42.35,25.96,-173.55,320849.8453,64360.7725,424808.6300
41.12,25.29,-169.59,319460.2929,23469.9704,416024.2152
54.45,23.59,-164.23,402248.0068,133318.5890,419015.0223
50.93,60.30,-141.86,277117.4057,209171.0829,365916.1036
51.44,19.61,-139.09,416518.6246,58637.8894,387012.0472
51.29,57.28,-138.60,295734.8092,192928.2790,366682.3903
73.35,27.23,-148.98,503272.7545,198069.4791,407447.9370
53.00,52.63,-139.05,324184.6848,182782.3188,370746.3564
31.88,-15.65,-171.53,361498.6711,108266.7177,441720.7255
59.14,-3.88,-129.68,514891.0134,124513.3417,396106.3710
68.78,31.77,-152.20,465242.5210,198288.0072,406057.2266
51.71,42.55,-146.47,345874.8749,147118.0650,380262.8842
49.15,-16.73,-167.88,459754.1341,162040.1205,448194.2470
41.88,-20.60,-169.87,426320.7555,163340.6283,449480.9902
28.88,-13.84,-158.65,350716.8337,76435.8700,413360.5510
54.76,52.57,-140.02,333925.4146,193072.0585,372542.4810
55.73,49.59,-140.00,350391.5628,185941.4050,374902.1048
66.79,43.54,-156.14,417068.2841,231680.1737,403212.6522
46.95,40.54,-142.82,328441.4770,96961.1932,374944.6529
86.88,7.20,-152.88,614409.9998,200144.0687,431743.8933
